Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal
NVDA,MATURE,180.25,Downward,-1,-0.47,35,50.42,Neutral,0.11,Low Risk,Mediate,55.0,21.1,D,Underweight,Conservative Allocation,1.0619523588589495,"WATCHLIST: Reference return 0.1%, Safety 55.0/100, Risk: Low Risk","Risk Reference Prices (Current: 180.25) | Lower Warning: 171.24, Lower Danger: 162.22, Upper Warning: 189.26, Upper Danger: 198.28",WATCHLIST
NXPI,MATURE,190.86,Upward,1,-1.11,30,42.58,Neutral,-1.73,Low Risk,Mediate,53.9,13.1,D,Underweight,Conservative Allocation,0.019262269046782108,"WATCHLIST: Reference return -1.7%, Safety 53.9/100, Risk: Low Risk","Risk Reference Prices (Current: 190.86) | Lower Warning: 181.32, Lower Danger: 171.77, Upper Warning: 200.4, Upper Danger: 209.95",WATCHLIST
ORLY,MATURE,91.54,Downward,-1,0.09,25,51.52,Neutral,-0.41,Low Risk,Mediate,67.2,27.1,D,Underweight,Conservative Allocation,0.08138778970499885,"WATCHLIST: Reference return -0.4%, Safety 67.2/100, Risk: Low Risk","Risk Reference Prices (Current: 91.54) | Lower Warning: 86.96, Lower Danger: 82.39, Upper Warning: 96.12, Upper Danger: 100.69",WATCHLIST
ODFL,MATURE,180.75,Upward,1,-0.93,45,56.56,Neutral,1.27,Low Risk,Caution,37.6,18.4,D,Underweight,Conservative Allocation,0.38556169353000475,"WATCHLIST: Reference return 1.3%, Safety 37.6/100, Risk: Low Risk","Risk Reference Prices (Current: 180.75) | Lower Warning: 171.71, Lower Danger: 162.68, Upper Warning: 189.79, Upper Danger: 198.82",WATCHLIST
PCAR,MATURE,115.34,Upward,1,-2.15,20,49.24,Neutral,0.45,Low Risk,Mediate,69.5,10.2,D,Underweight,Conservative Allocation,0.6245452537594872,"WATCHLIST: Reference return 0.4%, Safety 69.5/100, Risk: Low Risk","Risk Reference Prices (Current: 115.34) | Lower Warning: 109.57, Lower Danger: 103.81, Upper Warning: 121.11, Upper Danger: 126.87",WATCHLIST
PLTR,MATURE,150.95,Downward,-1,3.54,75,36.67,Bearish,-1.74,Low Risk,Caution,38.6,47.1,C+,Watchlist,Double Check,1.1982782636968838,"WATCHLIST: Reference return -1.7%, Safety 38.6/100, Risk: Low Risk","Risk Reference Prices (Current: 150.95) | Lower Warning: 143.4, Lower Danger: 135.85, Upper Warning: 158.5, Upper Danger: 166.04",WATCHLIST
PANW,MATURE,167.01,Downward,-1,1.62,75,42.71,Neutral,-1.22,Low Risk,Caution,38.8,42.6,C,Caution,Risk Mitigation,-0.17597002688689228,"WATCHLIST: Reference return -1.2%, Safety 38.8/100, Risk: Low Risk","Risk Reference Prices (Current: 167.01) | Lower Warning: 158.66, Lower Danger: 150.31, Upper Warning: 175.37, Upper Danger: 183.72",WATCHLIST
PAYX,MATURE,92.61,Downward,-1,1.45,75,39.48,Bearish,-2.28,Low Risk,Caution,33.7,40.1,C,Caution,Risk Mitigation,-1.6175320994280369,"WATCHLIST: Reference return -2.3%, Safety 33.7/100, Risk: Low Risk","Risk Reference Prices (Current: 92.61) | Lower Warning: 87.98, Lower Danger: 83.35, Upper Warning: 97.24, Upper Danger: 101.87",WATCHLIST
PYPL,MATURE,44.9,Downward,-1,1.54,75,42.73,Neutral,-1.23,Low Risk,Caution,24.0,39.2,C,Caution,Risk Mitigation,-0.9173623005665719,"WATCHLIST: Reference return -1.2%, Safety 24.0/100, Risk: Low Risk","Risk Reference Prices (Current: 44.90) | Lower Warning: 42.66, Lower Danger: 40.41, Upper Warning: 47.15, Upper Danger: 49.39",WATCHLIST
PDD,MATURE,102.65,Downward,-1,0.36,50,49.73,Neutral,-0.49,Low Risk,Mediate,53.5,31.7,D,Underweight,Conservative Allocation,-0.4214550167745529,"WATCHLIST: Reference return -0.5%, Safety 53.5/100, Risk: Low Risk","Risk Reference Prices (Current: 102.65) | Lower Warning: 97.52, Lower Danger: 92.39, Upper Warning: 107.78, Upper Danger: 112.92",WATCHLIST
PEP,MATURE,159.88,Upward,1,-0.89,45,53.81,Neutral,-0.23,Low Risk,Safe,72.9,23.3,D,Underweight,Conservative Allocation,0.4385322793257221,"WATCHLIST: Reference return -0.2%, Safety 72.9/100, Risk: Low Risk","Risk Reference Prices (Current: 159.88) | Lower Warning: 151.89, Lower Danger: 143.89, Upper Warning: 167.87, Upper Danger: 175.87",WATCHLIST
QCOM,MATURE,129.82,Downward,-1,-1.56,40,39.16,Bearish,-2.23,Low Risk,Mediate,54.2,11.7,D,Underweight,Conservative Allocation,-0.33679715090996193,"WATCHLIST: Reference return -2.2%, Safety 54.2/100, Risk: Low Risk","Risk Reference Prices (Current: 129.82) | Lower Warning: 123.33, Lower Danger: 116.84, Upper Warning: 136.31, Upper Danger: 142.8",WATCHLIST
REGN,MATURE,745.77,Upward,1,-0.72,35,44.07,Neutral,0.25,Low Risk,Mediate,52.1,17.6,D,Underweight,Conservative Allocation,0.4002402189768448,"WATCHLIST: Reference return 0.2%, Safety 52.1/100, Risk: Low Risk","Risk Reference Prices (Current: 745.77) | Lower Warning: 708.48, Lower Danger: 671.19, Upper Warning: 783.06, Upper Danger: 820.35",WATCHLIST
ROP,MATURE,351.0,Downward,-1,1.42,75,37.36,Bearish,-1.7,Low Risk,Caution,38.3,40.5,C,Caution,Risk Mitigation,-1.9355837516135865,"WATCHLIST: Reference return -1.7%, Safety 38.3/100, Risk: Low Risk","Risk Reference Prices (Current: 351.00) | Lower Warning: 333.45, Lower Danger: 315.9, Upper Warning: 368.55, Upper Danger: 386.1",WATCHLIST
ROST,MATURE,206.28,Upward,1,1.91,85,56.39,Neutral,1.27,Low Risk,Mediate,61.3,54.7,C+,Watchlist,Double Check,1.9689227100078173,"WATCHLIST: Reference return 1.3%, Safety 61.3/100, Risk: Low Risk","Risk Reference Prices (Current: 206.28) | Lower Warning: 195.97, Lower Danger: 185.65, Upper Warning: 216.59, Upper Danger: 226.91",WATCHLIST
STX,MATURE,383.71,Upward,1,-0.35,35,58.03,Neutral,1.03,Low Risk,Caution,36.8,21.3,D,Underweight,Conservative Allocation,2.649984436515064,"WATCHLIST: Reference return 1.0%, Safety 36.8/100, Risk: Low Risk","Risk Reference Prices (Current: 383.71) | Lower Warning: 364.52, Lower Danger: 345.34, Upper Warning: 402.9, Upper Danger: 422.08",WATCHLIST
SHOP,MATURE,122.96,Downward,-1,2.78,65,38.7,Bearish,-0.31,Low Risk,Caution,25.2,41.5,C,Caution,Risk Mitigation,0.6630106503019034,"WATCHLIST: Reference return -0.3%, Safety 25.2/100, Risk: Low Risk","Risk Reference Prices (Current: 122.96) | Lower Warning: 116.81, Lower Danger: 110.66, Upper Warning: 129.11, Upper Danger: 135.26",WATCHLIST
SBUX,MATURE,99.15,Upward,1,4.01,100,56.61,Neutral,1.66,Low Risk,Mediate,66.6,63.9,B,Attention,Opportunity Confirmation,0.16084609406026368,"ATTENTION: Reference return 1.7%, Safety 66.6/100, Risk: Low Risk","Risk Reference Prices (Current: 99.15) | Lower Warning: 94.19, Lower Danger: 89.24, Upper Warning: 104.11, Upper Danger: 109.07",ATTENTION
SNPS,MATURE,412.63,Downward,-1,0.02,25,47.65,Neutral,0.53,Low Risk,Caution,30.8,19.4,D,Underweight,Conservative Allocation,0.1115679105028619,"WATCHLIST: Reference return 0.5%, Safety 30.8/100, Risk: Low Risk","Risk Reference Prices (Current: 412.63) | Lower Warning: 392.0, Lower Danger: 371.37, Upper Warning: 433.26, Upper Danger: 453.89",WATCHLIST
TMUS,MATURE,217.39,Upward,1,0.53,75,57.76,Neutral,0.47,Low Risk,Mediate,53.4,40.3,C,Caution,Risk Mitigation,-0.5570612951292142,"WATCHLIST: Reference return 0.5%, Safety 53.4/100, Risk: Low Risk","Risk Reference Prices (Current: 217.39) | Lower Warning: 206.52, Lower Danger: 195.65, Upper Warning: 228.26, Upper Danger: 239.13",WATCHLIST
TTWO,MATURE,208.58,Downward,-1,2.41,65,42.81,Neutral,-0.5,Low Risk,Mediate,54.8,47.1,C+,Watchlist,Double Check,0.08634730891082726,"WATCHLIST: Reference return -0.5%, Safety 54.8/100, Risk: Low Risk","Risk Reference Prices (Current: 208.58) | Lower Warning: 198.15, Lower Danger: 187.72, Upper Warning: 219.01, Upper Danger: 229.44",WATCHLIST
TSLA,MATURE,391.2,Downward,-1,-0.86,45,37.92,Bearish,-1.2,Low Risk,Mediate,58.5,18.3,D,Underweight,Conservative Allocation,0.9974739554306565,"WATCHLIST: Reference return -1.2%, Safety 58.5/100, Risk: Low Risk","Risk Reference Prices (Current: 391.20) | Lower Warning: 371.64, Lower Danger: 352.08, Upper Warning: 410.76, Upper Danger: 430.32",WATCHLIST
TXN,MATURE,190.78,Upward,1,-2.45,30,56.23,Neutral,0.19,Low Risk,Mediate,53.8,8.7,D,Underweight,Conservative Allocation,0.374076091476728,"WATCHLIST: Reference return 0.2%, Safety 53.8/100, Risk: Low Risk","Risk Reference Prices (Current: 190.78) | Lower Warning: 181.24, Lower Danger: 171.7, Upper Warning: 200.32, Upper Danger: 209.86",WATCHLIST
TRI,MATURE,96.34,Downward,-1,1.62,75,40.88,Neutral,-1.71,High Risk,Caution,0.0,34.5,D,Underweight,Conservative Allocation,-1.431158972666298,"WATCHLIST: Reference return -1.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 96.34) | Lower Warning: 91.52, Lower Danger: 86.71, Upper Warning: 101.16, Upper Danger: 105.97",WATCHLIST
VRSK,MATURE,201.22,Downward,-1,1.53,75,48.85,Neutral,0.19,Low Risk,Caution,28.8,41.3,C,Caution,Risk Mitigation,-1.2284909066812755,"WATCHLIST: Reference return 0.2%, Safety 28.8/100, Risk: Low Risk","Risk Reference Prices (Current: 201.22) | Lower Warning: 191.16, Lower Danger: 181.1, Upper Warning: 211.28, Upper Danger: 221.34",WATCHLIST
VRTX,MATURE,469.34,Upward,1,-0.88,35,49.97,Neutral,1.23,Low Risk,Mediate,41.5,16.6,D,Underweight,Conservative Allocation,-0.13095840982865803,"WATCHLIST: Reference return 1.2%, Safety 41.5/100, Risk: Low Risk","Risk Reference Prices (Current: 469.34) | Lower Warning: 445.87, Lower Danger: 422.41, Upper Warning: 492.81, Upper Danger: 516.27",WATCHLIST
WMT,MATURE,126.52,Upward,1,-0.39,35,51.34,Neutral,0.49,Low Risk,Safe,74.2,26.5,D,Underweight,Conservative Allocation,1.608910411556151,"WATCHLIST: Reference return 0.5%, Safety 74.2/100, Risk: Low Risk","Risk Reference Prices (Current: 126.52) | Lower Warning: 120.19, Lower Danger: 113.87, Upper Warning: 132.85, Upper Danger: 139.17",WATCHLIST
WBD,MATURE,27.14,Upward,1,-1.22,10,46.12,Neutral,-0.94,Low Risk,Mediate,59.0,9.8,D,Underweight,Conservative Allocation,1.8880882604551419,"WATCHLIST: Reference return -0.9%, Safety 59.0/100, Risk: Low Risk","Risk Reference Prices (Current: 27.14) | Lower Warning: 25.78, Lower Danger: 24.43, Upper Warning: 28.5, Upper Danger: 29.85",WATCHLIST
WDC,MATURE,272.29,Upward,1,-0.32,35,62.54,Bullish,3.23,Low Risk,Caution,27.9,24.1,D,Underweight,Conservative Allocation,3.130725188987511,"WATCHLIST: Reference return 3.2%, Safety 27.9/100, Risk: Low Risk","Risk Reference Prices (Current: 272.29) | Lower Warning: 258.68, Lower Danger: 245.06, Upper Warning: 285.9, Upper Danger: 299.52",WATCHLIST
WDAY,MATURE,133.09,Downward,-1,1.18,60,29.13,Bearish,-3.38,High Risk,Caution,15.6,30.1,D,Underweight,Conservative Allocation,-1.4940743727723338,"WATCHLIST: Reference return -3.4%, Safety 15.6/100, Risk: High Risk","Risk Reference Prices (Current: 133.09) | Lower Warning: 126.44, Lower Danger: 119.78, Upper Warning: 139.74, Upper Danger: 146.4",WATCHLIST
XEL,MATURE,81.91,Upward,1,1.13,65,59.73,Neutral,0.34,Low Risk,Safe,76.7,48.1,C+,Watchlist,Double Check,0.847257720335658,"WATCHLIST: Reference return 0.3%, Safety 76.7/100, Risk: Low Risk","Risk Reference Prices (Current: 81.91) | Lower Warning: 77.81, Lower Danger: 73.72, Upper Warning: 86.01, Upper Danger: 90.1",WATCHLIST
ZS,MATURE,153.76,Downward,-1,-0.13,45,43.03,Neutral,-2.48,High Risk,Caution,0.0,14.2,D,Underweight,Conservative Allocation,-0.4202753957867984,"WATCHLIST: Reference return -2.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 153.76) | Lower Warning: 146.07, Lower Danger: 138.38, Upper Warning: 161.45, Upper Danger: 169.14",WATCHLIST
