Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal,ret_1d,ret_7d,ret_14d,ret_30d,cum_ret,vol_7d,vol_14d,vol_30d,mdd,win,loss,avg_ret,avg_up,avg_down,ret_w,ret_2w,ret_m,score,grade,level,ret_score,risk_score,stability_score,payoff,Safety Band,Health Band,Investor Type,Current Stance,Portfolio Role,Risk Label,Investor Fit Score,Interpretation
CTAS,MATURE,166.89,Downward,-1,-1.91,10,46.67,Neutral,0.06,Low Risk,Mediate,61.3,6.5,D,Underweight,Conservative Allocation,-1.348291914,"WATCHLIST: Reference return 0.1%, Safety 61.3/100, Risk: Low Risk","Risk Reference Prices (Current: 166.89) | Lower Warning: 158.55, Lower Danger: 150.2, Upper Warning: 175.23, Upper Danger: 183.58",WATCHLIST,-0.016,-0.0604,-0.0525,-0.0694,-0.2053,0.0115,0.0118,0.015,-0.2672,0.476,0.524,-0.0008,0.0086,-0.0094,-0.016,-0.0512,-0.0448,20.7555,E,1,1.4042,13.5651,5.7862,0.9113,Defensive,Fragile,Conservative,Avoid / Too Fragile,Core Allocation,Low Risk | Defensive | Fragile,29.8,Suitable for lower-risk investors seeking relatively stable core exposure. Current profile appears too fragile for normal allocation.
CSCO,MATURE,92.63,Upward,1,1.53,75,55.58,Neutral,1.64,Low Risk,Safe,71.0,53.1,C+,Watchlist,Double Check,1.822520486,"WATCHLIST: Reference return 1.6%, Safety 71.0/100, Risk: Low Risk","Risk Reference Prices (Current: 92.63) | Lower Warning: 88.0, Lower Danger: 83.37, Upper Warning: 97.26, Upper Danger: 101.89",WATCHLIST,0.0085,0.0456,0.1213,0.1994,0.5975,0.0162,0.0152,0.0169,-0.1357,0.556,0.436,0.002,0.012,-0.0107,0.0085,0.0407,0.0123,80.3779,B,4,44.487,25.0057,10.8852,1.1218,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,66.41,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
C,MATURE,125.63,Upward,1,1.35,65,54.55,Neutral,-0.19,Low Risk,Mediate,67.9,46.5,C+,Watchlist,Double Check,2.157786626,"WATCHLIST: Reference return -0.2%, Safety 67.9/100, Risk: Low Risk","Risk Reference Prices (Current: 125.63) | Lower Warning: 119.35, Lower Danger: 113.07, Upper Warning: 131.91, Upper Danger: 138.19",WATCHLIST,-0.0142,-0.0224,-0.0305,0.1471,0.8205,0.0074,0.012,0.0205,-0.1476,0.564,0.432,0.0026,0.0141,-0.0125,-0.0142,-0.0184,-0.0184,65.0272,C,3,29.8315,23.9411,11.2546,1.1278,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,61.3,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CFG,MATURE,63.56,Upward,1,1.2,65,49.19,Neutral,-0.26,Low Risk,Mediate,67.6,44.6,C,Caution,Risk Mitigation,1.978038417,"WATCHLIST: Reference return -0.3%, Safety 67.6/100, Risk: Low Risk","Risk Reference Prices (Current: 63.56) | Lower Warning: 60.38, Lower Danger: 57.2, Upper Warning: 66.74, Upper Danger: 69.92",WATCHLIST,-0.0133,-0.0177,-0.0131,0.1227,0.6951,0.0148,0.0123,0.015,-0.1832,0.564,0.436,0.0023,0.013,-0.0117,-0.0133,0.0036,-0.0229,61.2769,C,3,29.0343,21.0903,11.1522,1.1159,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,59.71,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CLX,MATURE,86.48,Downward,-1,-0.92,30,37.85,Bearish,-1.87,Low Risk,Caution,38.7,10.8,D,Underweight,Conservative Allocation,-1.663219776,"WATCHLIST: Reference return -1.9%, Safety 38.7/100, Risk: Low Risk","Risk Reference Prices (Current: 86.48) | Lower Warning: 82.16, Lower Danger: 77.83, Upper Warning: 90.8, Upper Danger: 95.13",WATCHLIST,-0.0072,-0.1145,-0.1615,-0.175,-0.3469,0.0381,0.0287,0.0248,-0.3454,0.472,0.524,-0.0016,0.0116,-0.0134,-0.0072,-0.1236,-0.1033,15.3195,E,1,0.1447,9.8565,5.3183,0.8633,Caution,Weak,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Caution | Weak,27.77,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
CME,MATURE,290.29,Upward,1,1.49,70,41.08,Neutral,0.37,Low Risk,Safe,76.8,48.8,C+,Watchlist,Double Check,0.226933713,"WATCHLIST: Reference return 0.4%, Safety 76.8/100, Risk: Low Risk","Risk Reference Prices (Current: 290.29) | Lower Warning: 275.78, Lower Danger: 261.26, Upper Warning: 304.8, Upper Danger: 319.32",WATCHLIST,0.0026,0.0169,-0.0227,-0.0554,0.0667,0.0071,0.01,0.0133,-0.1157,0.556,0.444,0.0003,0.0085,-0.0099,0.0026,0.0183,0.0086,44.6704,D,2,9.4131,26.3689,8.8884,0.8584,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,64.85,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CMS,MATURE,75.69,Upward,1,-0.68,35,49.06,Neutral,0.92,Low Risk,Safe,79.5,25.2,D,Underweight,Conservative Allocation,0.241768335,"WATCHLIST: Reference return 0.9%, Safety 79.5/100, Risk: Low Risk","Risk Reference Prices (Current: 75.69) | Lower Warning: 71.91, Lower Danger: 68.12, Upper Warning: 79.47, Upper Danger: 83.26",WATCHLIST,-0.0045,-0.0121,-0.0397,0.0171,0.0676,0.0135,0.0135,0.0109,-0.0831,0.536,0.46,0.0003,0.0077,-0.0083,-0.0045,-0.0076,-0.0137,45.4674,D,2,9.1416,27.8205,8.5054,0.9288,Defensive,Acceptable,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Acceptable,48.84,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
KO,MATURE,78.19,Upward,1,2.91,80,46.38,Neutral,0.67,Low Risk,Safe,78.3,57.7,B,Attention,Opportunity Confirmation,0.551630818,"ATTENTION: Reference return 0.7%, Safety 78.3/100, Risk: Low Risk","Risk Reference Prices (Current: 78.19) | Lower Warning: 74.28, Lower Danger: 70.37, Upper Warning: 82.1, Upper Danger: 86.01",ATTENTION,-0.005,0.025,0.0302,0.046,0.1221,0.017,0.0138,0.0119,-0.0795,0.476,0.52,0.0005,0.0087,-0.007,-0.005,0.0204,-0.0072,55.2909,D,2,18.8727,27.9,8.5183,1.2459,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,73.63,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CTSH,MATURE,51.86,Downward,-1,-1.59,40,46.1,Neutral,-2.49,Low Risk,Caution,38.6,9.4,D,Underweight,Conservative Allocation,-1.317604113,"WATCHLIST: Reference return -2.5%, Safety 38.6/100, Risk: Low Risk","Risk Reference Prices (Current: 51.86) | Lower Warning: 49.27, Lower Danger: 46.67, Upper Warning: 54.45, Upper Danger: 57.05",WATCHLIST,-0.0109,-0.0588,-0.1362,-0.1645,-0.3225,0.0128,0.0201,0.0201,-0.3988,0.496,0.5,-0.0014,0.0115,-0.0142,-0.0109,-0.059,-0.0197,16.0602,E,1,0.5498,9.5295,5.9809,0.8118,Caution,Fragile,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Caution | Fragile,27.96,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
COIN,MATURE,202.99,Downward,-1,2.57,65,59.1,Neutral,-0.32,High Risk,Caution,0.0,39.0,C,Caution,Risk Mitigation,0.329340705,"WATCHLIST: Reference return -0.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 202.99) | Lower Warning: 192.84, Lower Danger: 182.69, Upper Warning: 213.14, Upper Danger: 223.29",WATCHLIST,0.0614,0.0256,0.1008,0.0278,0.018,0.0401,0.0437,0.044,-0.6639,0.46,0.54,0.0011,0.0366,-0.0291,0.0614,0.0161,0.0811,32.7972,E,1,18.5752,6.1827,8.0393,1.2578,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,38.78,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
CL,MATURE,85.37,Downward,-1,1.17,65,42.14,Neutral,-0.01,Low Risk,Mediate,64.8,42.8,C,Caution,Risk Mitigation,-0.265552838,"WATCHLIST: Reference return -0.0%, Safety 64.8/100, Risk: Low Risk","Risk Reference Prices (Current: 85.37) | Lower Warning: 81.1, Lower Danger: 76.83, Upper Warning: 89.64, Upper Danger: 93.91",WATCHLIST,-0.0217,0.0197,0.0207,0.0092,-0.0354,0.0167,0.0167,0.0144,-0.1864,0.472,0.528,-0.0001,0.0108,-0.0097,-0.0217,0.0085,0.0001,38.6385,E,1,10.6867,20.8047,7.1471,1.1057,Defensive,Strong,Conservative,Defensive Hold,Core Allocation,Low Risk | Defensive | Strong,57.41,Suitable for lower-risk investors seeking relatively stable core exposure. Current conditions suggest a defensive stance rather than active accumulation.
CMCSA,MATURE,27.07,Downward,-1,-1.0,35,44.35,Neutral,-1.23,Low Risk,Caution,37.0,11.8,D,Underweight,Conservative Allocation,-0.486313413,"WATCHLIST: Reference return -1.2%, Safety 37.0/100, Risk: Low Risk","Risk Reference Prices (Current: 27.07) | Lower Warning: 25.72, Lower Danger: 24.36, Upper Warning: 28.42, Upper Danger: 29.78",WATCHLIST,-0.0044,-0.1444,-0.038,-0.0563,-0.1248,0.0496,0.0446,0.0308,-0.2572,0.496,0.496,-0.0004,0.0118,-0.0125,-0.0044,-0.0178,0.0011,21.5627,E,1,1.7029,13.0593,6.8005,0.9392,Caution,Weak,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Caution | Weak,28.67,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
FIX,MATURE,1891.95,Upward,1,1.56,75,59.8,Neutral,3.83,Low Risk,Mediate,57.9,54.9,C+,Watchlist,Double Check,3.018915641,"WATCHLIST: Reference return 3.8%, Safety 57.9/100, Risk: Low Risk","Risk Reference Prices (Current: 1891.95) | Lower Warning: 1797.35, Lower Danger: 1702.76, Upper Warning: 1986.55, Upper Danger: 2081.15",WATCHLIST,0.0134,0.0665,0.1463,0.3945,3.3587,0.0371,0.0291,0.0357,-0.1377,0.596,0.404,0.0064,0.0243,-0.02,0.0134,0.0961,0.0281,83.5266,B,4,47.29,23.1145,13.1221,1.2173,Defensive,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,62.86,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
CAG,MATURE,13.85,Downward,-1,-0.47,45,39.11,Bearish,-1.41,Low Risk,Mediate,43.9,19.0,D,Underweight,Conservative Allocation,-1.647025158,"WATCHLIST: Reference return -1.4%, Safety 43.9/100, Risk: Low Risk","Risk Reference Prices (Current: 13.85) | Lower Warning: 13.16, Lower Danger: 12.46, Upper Warning: 14.54, Upper Danger: 15.24",WATCHLIST,-0.0149,-0.0146,-0.0057,-0.0634,-0.3599,0.019,0.0189,0.0182,-0.3605,0.444,0.552,-0.0016,0.0132,-0.0136,-0.0149,0.0021,-0.0348,18.9385,E,1,3.7565,10.0504,5.1317,0.9717,Caution,Weak,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Weak,35.55,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
COP,MATURE,124.91,Upward,1,1.22,50,54.03,Neutral,2.65,Low Risk,Mediate,62.1,45.8,C+,Watchlist,Double Check,1.363477056,"WATCHLIST: Reference return 2.6%, Safety 62.1/100, Risk: Low Risk","Risk Reference Prices (Current: 124.91) | Lower Warning: 118.66, Lower Danger: 112.42, Upper Warning: 131.16, Upper Danger: 137.4",WATCHLIST,0.014,0.0043,0.0515,-0.0158,0.4746,0.022,0.0231,0.022,-0.1347,0.532,0.468,0.0017,0.0154,-0.0138,0.014,0.0259,-0.0069,58.5215,C,3,23.9617,24.774,9.7858,1.1134,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,56.43,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
ED,MATURE,109.63,Upward,1,-0.76,35,44.42,Neutral,0.51,Low Risk,Safe,76.8,22.6,D,Underweight,Conservative Allocation,0.052660167,"WATCHLIST: Reference return 0.5%, Safety 76.8/100, Risk: Low Risk","Risk Reference Prices (Current: 109.63) | Lower Warning: 104.15, Lower Danger: 98.67, Upper Warning: 115.11, Upper Danger: 120.59",WATCHLIST,-0.0078,-0.0056,-0.0182,0.0016,0.0344,0.0125,0.0113,0.0102,-0.1248,0.52,0.48,0.0002,0.0086,-0.0089,-0.0078,0.0052,-0.0167,42.2479,D,2,8.2299,25.9643,8.0537,0.9652,Defensive,Weak,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Weak,46.45,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
STZ,MATURE,148.14,Upward,1,-0.98,35,46.54,Neutral,-0.8,Low Risk,Caution,39.4,12.8,D,Underweight,Conservative Allocation,-0.693204122,"WATCHLIST: Reference return -0.8%, Safety 39.4/100, Risk: Low Risk","Risk Reference Prices (Current: 148.14) | Lower Warning: 140.73, Lower Danger: 133.33, Upper Warning: 155.55, Upper Danger: 162.95",WATCHLIST,-0.0306,-0.0639,-0.0934,-0.0033,-0.1882,0.025,0.0189,0.0227,-0.3385,0.44,0.56,-0.0007,0.0149,-0.0129,-0.0306,-0.044,-0.0539,19.1137,E,1,2.4111,10.1667,6.5359,1.1565,Caution,Weak,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Caution | Weak,30.08,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
CEG,MATURE,321.05,Downward,-1,2.65,65,54.32,Neutral,1.86,Low Risk,Caution,30.8,47.7,C+,Watchlist,Double Check,0.716236256,"WATCHLIST: Reference return 1.9%, Safety 30.8/100, Risk: Low Risk","Risk Reference Prices (Current: 321.05) | Lower Warning: 305.0, Lower Danger: 288.94, Upper Warning: 337.1, Upper Danger: 353.16",WATCHLIST,0.043,0.0966,0.0824,0.1385,0.2997,0.0417,0.0342,0.0301,-0.3877,0.504,0.496,0.0015,0.0233,-0.0207,0.043,0.024,0.0257,58.8129,C,3,41.4144,8.7664,8.6321,1.125,Caution,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Strong,51.9,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
COO,MATURE,61.52,Downward,-1,-1.51,40,40.36,Neutral,-0.8,Low Risk,Mediate,56.7,12.6,D,Underweight,Conservative Allocation,-0.805870214,"WATCHLIST: Reference return -0.8%, Safety 56.7/100, Risk: Low Risk","Risk Reference Prices (Current: 61.52) | Lower Warning: 58.44, Lower Danger: 55.37, Upper Warning: 64.6, Upper Danger: 67.67",WATCHLIST,-0.0135,-0.0528,-0.1409,-0.1206,-0.2458,0.0169,0.0153,0.0159,-0.2736,0.468,0.532,-0.0009,0.0141,-0.0141,-0.0135,-0.045,-0.0219,20.0343,E,1,0.7823,13.1197,6.1323,0.9996,Defensive,Weak,Moderately Conservative,High Risk Tactical Only,Core Allocation,Low Risk | Defensive | Weak,34.89,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile is only suitable for tactical, high-risk participation."
CPRT,MATURE,33.29,Downward,-1,0.19,50,45.1,Neutral,-0.98,Low Risk,Mediate,42.8,27.2,D,Underweight,Conservative Allocation,-2.450235622,"WATCHLIST: Reference return -1.0%, Safety 42.8/100, Risk: Low Risk","Risk Reference Prices (Current: 33.29) | Lower Warning: 31.63, Lower Danger: 29.96, Upper Warning: 34.95, Upper Danger: 36.62",WATCHLIST,0.0006,-0.0174,0.0,0.0131,-0.4547,0.0102,0.008,0.01,-0.492,0.476,0.52,-0.0023,0.0088,-0.0125,0.0006,0.0067,0.0054,20.094,E,1,5.8038,9.6651,4.6251,0.7061,Caution,Acceptable,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Acceptable,40.62,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
GLW,MATURE,159.96,Upward,1,1.25,65,57.74,Neutral,1.99,Low Risk,Caution,34.3,42.9,C,Caution,Risk Mitigation,2.823629908,"WATCHLIST: Reference return 2.0%, Safety 34.3/100, Risk: Low Risk","Risk Reference Prices (Current: 159.96) | Lower Warning: 151.96, Lower Danger: 143.96, Upper Warning: 167.96, Upper Danger: 175.96",WATCHLIST,0.0107,-0.0563,-0.0744,0.284,2.5757,0.0565,0.0398,0.0454,-0.2301,0.592,0.404,0.0056,0.0223,-0.0189,0.0107,-0.0906,-0.0261,56.2736,D,2,30.6082,12.9906,12.6747,1.1798,Caution,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Caution | Strong,48.52,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
CPAY,MATURE,310.83,Downward,-1,-0.92,35,43.51,Neutral,-0.92,Low Risk,Mediate,52.4,15.4,D,Underweight,Conservative Allocation,-0.087402236,"WATCHLIST: Reference return -0.9%, Safety 52.4/100, Risk: Low Risk","Risk Reference Prices (Current: 310.83) | Lower Warning: 295.29, Lower Danger: 279.75, Upper Warning: 326.37, Upper Danger: 341.91",WATCHLIST,0.0118,-0.0084,-0.0301,0.0813,-0.0528,0.0079,0.0184,0.0178,-0.2813,0.508,0.492,0.0,0.016,-0.0164,0.0118,-0.0066,0.0142,31.8775,E,1,11.7277,12.5782,7.5716,0.9727,Defensive,Weak,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Defensive | Weak,35.26,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
CTVA,MATURE,81.69,Upward,1,-0.49,35,50.16,Neutral,0.86,Low Risk,Mediate,69.7,25.1,D,Underweight,Conservative Allocation,1.155876909,"WATCHLIST: Reference return 0.9%, Safety 69.7/100, Risk: Low Risk","Risk Reference Prices (Current: 81.69) | Lower Warning: 77.61, Lower Danger: 73.52, Upper Warning: 85.77, Upper Danger: 89.86",WATCHLIST,0.0104,0.0259,-0.0152,0.0564,0.3218,0.0095,0.0099,0.0122,-0.2071,0.568,0.428,0.0012,0.0101,-0.0105,0.0104,0.0237,0.0084,53.3987,D,2,24.5324,18.8267,10.0395,0.9585,Defensive,Acceptable,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Acceptable,45.97,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CSGP,MATURE,35.38,Downward,-1,-2.9,20,43.92,Neutral,-4.6,High Risk,Caution,10.2,-5.3,D,Underweight,Conservative Allocation,-1.994326344,"WATCHLIST: Reference return -4.6%, Safety 10.2/100, Risk: High Risk","Risk Reference Prices (Current: 35.38) | Lower Warning: 33.61, Lower Danger: 31.84, Upper Warning: 37.15, Upper Danger: 38.92",WATCHLIST,0.019,-0.0535,-0.059,-0.1753,-0.5411,0.024,0.0253,0.024,-0.6474,0.5,0.5,-0.0028,0.0129,-0.0186,0.019,-0.0291,0.0222,15.3748,E,1,0.9052,8.8957,5.5739,0.6963,Risky,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Risky | Fragile,7.12,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
COST,MATURE,1012.79,Upward,1,2.39,80,43.11,Neutral,0.23,Low Risk,Mediate,68.8,53.3,C+,Watchlist,Double Check,-0.108623886,"ATTENTION: Reference return 0.2%, Safety 68.8/100, Risk: Low Risk","Risk Reference Prices (Current: 1012.79) | Lower Warning: 962.15, Lower Danger: 911.51, Upper Warning: 1063.43, Upper Danger: 1114.07",ATTENTION,0.0011,-0.0001,0.0405,0.0431,0.0035,0.0089,0.0079,0.0106,-0.1935,0.476,0.52,0.0001,0.0092,-0.0083,0.0011,0.0031,-0.0003,40.9518,E,1,13.3502,20.2414,7.3602,1.1128,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,67.36,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CTRA,MATURE,35.86,Upward,1,2.77,80,52.14,Neutral,2.39,Low Risk,Mediate,62.6,57.9,B,Attention,Opportunity Confirmation,1.324152815,"ATTENTION: Reference return 2.4%, Safety 62.6/100, Risk: Low Risk","Risk Reference Prices (Current: 35.86) | Lower Warning: 34.07, Lower Danger: 32.27, Upper Warning: 37.65, Upper Danger: 39.45",ATTENTION,0.0136,0.0657,0.1323,0.0556,0.4677,0.0164,0.0185,0.0212,-0.1551,0.568,0.42,0.0017,0.014,-0.0149,0.0136,0.0695,-0.0014,70.165,C,3,36.9499,23.3016,9.9134,0.9412,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,68.42,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CRH,MATURE,110.8,Downward,-1,0.98,50,48.92,Neutral,-0.41,Low Risk,Mediate,50.6,36.5,C,Caution,Risk Mitigation,0.439592819,"WATCHLIST: Reference return -0.4%, Safety 50.6/100, Risk: Low Risk","Risk Reference Prices (Current: 110.80) | Lower Warning: 105.26, Lower Danger: 99.72, Upper Warning: 116.34, Upper Danger: 121.88",WATCHLIST,-0.0403,-0.0543,-0.0563,0.1028,0.1361,0.0271,0.0214,0.0239,-0.2382,0.46,0.532,0.0007,0.0165,-0.0129,-0.0403,-0.061,-0.0643,40.7754,E,1,17.3532,15.2476,8.1746,1.2735,Defensive,Acceptable,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Defensive | Acceptable,48.5,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
CRWD,MATURE,469.24,Downward,-1,2.53,65,57.28,Neutral,1.05,Low Risk,Caution,28.7,46.1,C+,Watchlist,Double Check,0.251601493,"WATCHLIST: Reference return 1.1%, Safety 28.7/100, Risk: Low Risk","Risk Reference Prices (Current: 469.24) | Lower Warning: 445.78, Lower Danger: 422.32, Upper Warning: 492.7, Upper Danger: 516.16",WATCHLIST,0.0298,0.0535,0.1775,0.1473,0.0581,0.0157,0.0229,0.0329,-0.3718,0.528,0.472,0.0006,0.0191,-0.0201,0.0298,0.0471,0.0527,50.016,D,2,33.1244,8.5999,8.2917,0.9486,Caution,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Strong,50.68,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
CCI,MATURE,90.18,Upward,1,1.17,80,53.32,Neutral,0.4,Low Risk,Mediate,51.4,45.5,C+,Watchlist,Double Check,-0.498205633,"WATCHLIST: Reference return 0.4%, Safety 51.4/100, Risk: Low Risk","Risk Reference Prices (Current: 90.18) | Lower Warning: 85.67, Lower Danger: 81.16, Upper Warning: 94.69, Upper Danger: 99.2",WATCHLIST,0.0103,0.0304,0.0453,0.0949,-0.1173,0.0243,0.0211,0.0202,-0.3,0.512,0.476,-0.0004,0.0119,-0.0136,0.0103,0.0445,0.0158,37.7773,E,1,19.1528,11.5391,7.0855,0.8776,Defensive,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,56.9,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
CSX,MATURE,44.72,Upward,1,4.32,100,53.55,Neutral,2.09,Low Risk,Mediate,69.7,64.9,B,Attention,Opportunity Confirmation,2.020061783,"ATTENTION: Reference return 2.1%, Safety 69.7/100, Risk: Low Risk","Risk Reference Prices (Current: 44.72) | Lower Warning: 42.48, Lower Danger: 40.25, Upper Warning: 46.96, Upper Danger: 49.19",ATTENTION,-0.0082,-0.0316,0.052,0.1716,0.5947,0.0109,0.0217,0.0164,-0.1189,0.572,0.428,0.002,0.0109,-0.0099,-0.0082,-0.0152,-0.0156,72.0713,B,4,34.7351,26.0628,11.2734,1.0949,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,80.02,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CMI,MATURE,656.73,Upward,1,3.71,90,51.93,Neutral,-0.12,Low Risk,Mediate,61.1,57.1,B,Attention,Opportunity Confirmation,2.583830415,"ATTENTION: Reference return -0.1%, Safety 61.1/100, Risk: Low Risk","Risk Reference Prices (Current: 656.73) | Lower Warning: 623.89, Lower Danger: 591.06, Upper Warning: 689.57, Upper Danger: 722.4",ATTENTION,-0.0011,-0.0003,0.0669,0.2309,1.2128,0.025,0.0215,0.0243,-0.1523,0.568,0.432,0.0034,0.0156,-0.0127,-0.0011,-0.0061,-0.0213,74.0681,B,4,38.4743,23.3051,12.2887,1.229,Defensive,Strong,Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,71.48,Suitable for lower-risk investors seeking relatively stable core exposure. Current setup allows selective exposure under controlled sizing.
CVS,MATURE,82.01,Upward,1,3.88,90,53.84,Neutral,0.28,Low Risk,Mediate,59.8,57.7,B,Attention,Opportunity Confirmation,0.805317036,"ATTENTION: Reference return 0.3%, Safety 59.8/100, Risk: Low Risk","Risk Reference Prices (Current: 82.01) | Lower Warning: 77.91, Lower Danger: 73.81, Upper Warning: 86.11, Upper Danger: 90.21",ATTENTION,-0.001,0.0399,0.0658,0.1574,0.2669,0.0209,0.022,0.0208,-0.1644,0.572,0.428,0.0011,0.0127,-0.0143,-0.001,0.0522,-0.0154,69.3963,C,3,37.173,22.5316,9.6918,0.8875,Defensive,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Defensive | Strong,71.82,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
DHR,MATURE,174.04,Downward,-1,-2.31,20,43.94,Neutral,-1.5,Low Risk,Mediate,52.2,4.6,D,Underweight,Conservative Allocation,-0.404747606,"WATCHLIST: Reference return -1.5%, Safety 52.2/100, Risk: Low Risk","Risk Reference Prices (Current: 174.04) | Lower Warning: 165.34, Lower Danger: 156.64, Upper Warning: 182.74, Upper Danger: 191.44",WATCHLIST,-0.0063,-0.0254,-0.1237,-0.0789,-0.1123,0.0123,0.0179,0.0189,-0.2794,0.5,0.5,-0.0003,0.0133,-0.0139,-0.0063,-0.0181,-0.0274,21.9262,E,1,2.2083,12.6259,7.092,0.9555,Defensive,Fragile,Moderately Conservative,Avoid / Too Fragile,Core Allocation,Low Risk | Defensive | Fragile,26.27,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current profile appears too fragile for normal allocation."
